发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,记录数,利润率,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
3,￥3,￥307,"￥1,339","￥1,022",准时装运,1,30%,"Rubvermaid 门挡, 黑色",￥307,2015/9/17,中国,华东,安庆,用具,柯丽,0%,5,安徽,家具,消费者,CN-2015-1893791,2015/9/14,二级,"￥1,022"
3,￥3,￥85,"￥1,603","￥1,223",准时装运,1,7%,"摩托罗拉 智能手机, 全尺寸",￥85,2015/9/17,中国,华东,安庆,电话,柯丽,0%,2,安徽,技术,消费者,CN-2015-1893791,2015/9/14,二级,"￥1,223"
4,￥3,￥97,￥439,￥335,延迟装运,1,29%,"Hamilton Beach 搅拌机, 银色",￥97,2018/6/27,中国,华东,青岛,器具,贺恒,0%,1,山东,办公用品,消费者,CN-2018-4075862,2018/6/23,二级,￥335
4,￥3,￥67,"￥1,462","￥1,116",延迟装运,1,6%,"夏普 复印机, 数字化",￥67,2018/6/27,中国,华东,青岛,复印机,贺恒,0%,1,山东,技术,消费者,CN-2018-4075862,2018/6/23,二级,"￥1,116"
4,￥3,￥598,"￥2,800","￥2,137",延迟装运,1,28%,"Novimex 扶手椅, 红色",￥598,2018/6/27,中国,华东,青岛,椅子,贺恒,0%,1,山东,家具,消费者,CN-2018-4075862,2018/6/23,二级,"￥2,137"
4,￥3,￥407,"￥1,620","￥1,236",延迟装运,1,33%,"Advantus 相框, 黑色",￥407,2018/6/27,中国,华东,青岛,用具,贺恒,0%,5,山东,家具,消费者,CN-2018-4075862,2018/6/23,二级,"￥1,236"
1,￥1,￥94,"￥1,650","￥1,259",准时装运,1,7%,"夏普 传真复印机, 每套两件",￥94,2018/5/12,中国,西南,重庆,复印机,邓黎明,20%,2,重庆,技术,消费者,CN-2018-3415334,2018/5/11,一级,"￥1,259"
2,￥3,"￥1,276","￥4,647","￥3,546",提前装运,1,36%,"Safco 墙角架, 白色","￥1,276",2017/8/29,中国,中南,南宁,书架,葛欢,0%,5,广西,家具,公司,CN-2017-1597520,2017/8/27,二级,"￥3,546"
5,￥6,(￥335),￥124,￥94,提前装运,1,-355%,"Sanford 画布, 蓝色",(￥335),2017/1/17,中国,中南,武汉,美术,邵绅,80%,2,湖北,办公用品,消费者,US-2017-1756643,2017/1/12,标准级,￥94
5,￥6,(￥9),￥718,￥548,提前装运,1,-2%,"诺基亚 办公室电话机, 整包",(￥9),2017/1/17,中国,中南,武汉,电话,邵绅,40%,3,湖北,技术,消费者,US-2017-1756643,2017/1/12,标准级,￥548
3,￥1,￥40,￥527,￥402,延迟装运,1,10%,"Kleencut 修剪器, 工业",￥40,2015/4/2,中国,华东,贵溪,用品,郝立勤,0%,2,江西,办公用品,消费者,CN-2015-1511005,2015/3/30,一级,￥402
5,￥3,￥21,￥167,￥127,延迟装运,1,17%,"Ibico 装订机盖, 耐用",￥21,2018/9/19,中国,西南,成都,装订机,施平,40%,3,四川,办公用品,小型企业,CN-2018-2548759,2018/9/14,二级,￥127
5,￥6,￥46,￥174,￥132,提前装运,1,35%,"OIC 图钉, 金属",￥46,2015/6/19,中国,华东,南平,系固件,范刚,0%,2,福建,办公用品,消费者,CN-2015-4870971,2015/6/14,标准级,￥132
5,￥6,￥112,"￥1,336","￥1,020",提前装运,1,11%,"Memorex 键盘, 可编程",￥112,2015/6/19,中国,华东,南平,配件,范刚,0%,3,福建,技术,消费者,CN-2015-4870971,2015/6/14,标准级,"￥1,020"
5,￥6,(￥485),"￥1,003",￥765,提前装运,1,-63%,"三星 信号增强器, 整包",(￥485),2018/1/18,中国,华东,泰州,电话,何安,40%,2,江苏,技术,小型企业,US-2018-4375818,2018/1/13,标准级,￥765
2,￥3,(￥677),"￥2,313","￥1,765",提前装运,1,-38%,"三星 智能手机, 混合尺寸",(￥677),2018/10/8,中国,西南,阆中,电话,程安,40%,5,四川,技术,消费者,US-2018-5339863,2018/10/6,二级,"￥1,765"
3,￥1,￥384,"￥1,625","￥1,240",延迟装运,1,31%,"诺基亚 办公室电话机, 全尺寸",￥384,2016/7/1,中国,华北,临水,电话,施奇,0%,4,河北,技术,消费者,CN-2016-1525230,2016/6/28,一级,"￥1,240"
5,￥3,￥37,￥132,￥101,延迟装运,1,37%,"OIC 订书钉, 每包 12 个",￥37,2015/1/23,中国,华东,颍上城关镇,系固件,贾松,0%,2,安徽,办公用品,消费者,CN-2015-3064630,2015/1/18,二级,￥101
6,￥6,￥21,￥309,￥236,准时装运,1,9%,"Sanford 画布, 蓝色",￥21,2016/4/15,中国,华东,莱芜,美术,宋栋,0%,1,山东,办公用品,公司,CN-2016-3900153,2016/4/9,标准级,￥236
2,￥3,￥727,"￥2,029","￥1,548",提前装运,1,47%,"StarTech 收据打印机, 多色",￥727,2018/8/27,中国,中南,郑州,设备,邵绅,0%,3,河南,技术,消费者,CN-2018-3560054,2018/8/25,二级,"￥1,548"
2,￥3,￥587,"￥11,003","￥8,397",提前装运,1,7%,"惠普 无线传真机, 数字化",￥587,2018/8/27,中国,中南,郑州,复印机,邵绅,0%,5,河南,技术,消费者,CN-2018-3560054,2018/8/25,二级,"￥8,397"
2,￥3,￥54,￥336,￥256,提前装运,1,21%,"Wilson Jones 打孔机, 透明",￥54,2018/8/27,中国,中南,郑州,装订机,邵绅,0%,2,河南,办公用品,消费者,CN-2018-3560054,2018/8/25,二级,￥256
2,￥3,￥552,"￥6,577","￥5,019",提前装运,1,11%,"Cuisinart 炉灶, 黑色",￥552,2018/8/27,中国,中南,郑州,器具,邵绅,0%,2,河南,办公用品,消费者,CN-2018-3560054,2018/8/25,二级,"￥5,019"
5,￥6,"￥2,538","￥7,918","￥6,042",提前装运,1,42%,"贝尔金 路由器, 耐用","￥2,538",2016/7/21,中国,西南,海口,配件,田磊,0%,5,海南,技术,小型企业,CN-2016-2063413,2016/7/16,标准级,"￥6,042"
5,￥6,￥592,"￥2,507","￥1,913",提前装运,1,31%,"Memorex 记忆卡, 耐用",￥592,2018/9/5,中国,西南,小围寨,配件,冯婷,0%,4,贵州,技术,小型企业,CN-2018-5592498,2018/8/31,标准级,"￥1,913"
5,￥3,￥412,"￥4,497","￥3,432",延迟装运,1,12%,"Harbour Creations 摇椅, 红色",￥412,2017/12/21,中国,华东,泉州,椅子,蔡梦,0%,5,福建,家具,消费者,CN-2017-3231478,2017/12/16,二级,"￥3,432"
5,￥3,￥70,"￥1,528","￥1,166",延迟装运,1,6%,"SAFCO 折叠椅, 黑色",￥70,2017/12/21,中国,华东,泉州,椅子,蔡梦,0%,3,福建,家具,消费者,CN-2017-3231478,2017/12/16,二级,"￥1,166"
2,￥3,￥131,"￥2,593","￥1,979",提前装运,1,7%,"思科 智能手机, 混合尺寸",￥131,2016/8/4,中国,西北,兰州,电话,肖崆,40%,5,甘肃,技术,消费者,CN-2016-3122687,2016/8/2,二级,"￥1,979"
2,￥1,￥273,￥813,￥621,延迟装运,1,44%,"Rubvermaid 分层置放架, 耐用",￥273,2018/4/26,中国,华东,厦门,用具,袁保,0%,6,福建,家具,公司,CN-2018-3240329,2018/4/24,一级,￥621
2,￥1,￥163,"￥3,055","￥2,331",延迟装运,1,7%,"松下 电话, 白色",￥163,2018/4/26,中国,华东,厦门,设备,袁保,0%,6,福建,技术,公司,CN-2018-3240329,2018/4/24,一级,"￥2,331"
0,￥0,￥206,￥563,￥430,准时装运,1,48%,"Rogers 文件夹, 蓝色",￥206,2016/9/29,中国,中南,长沙,收纳具,袁梅,0%,3,湖南,办公用品,公司,CN-2016-1301703,2016/9/29,当日,￥430
4,￥6,￥258,￥752,￥574,提前装运,1,45%,"Deflect-O 门挡, 耐用",￥258,2016/6/17,中国,华东,南昌,用具,卢伟,0%,3,江西,家具,消费者,CN-2016-5731370,2016/6/13,标准级,￥574
3,￥1,￥947,"￥2,534","￥1,934",延迟装运,1,49%,"罗技 记忆卡, 耐用",￥947,2016/8/6,中国,中南,洛阳,配件,谷莲,0%,4,河南,技术,公司,CN-2016-2547654,2016/8/3,一级,"￥1,934"
5,￥6,(￥743),￥354,￥270,提前装运,1,-275%,"Boston 铅笔刀, 混合尺寸",(￥743),2016/5/6,中国,东北,沈阳,美术,孙雯,80%,9,辽宁,办公用品,公司,US-2016-5199872,2016/5/1,标准级,￥270
6,￥6,￥9,￥314,￥239,准时装运,1,4%,"Hon 可去除的标签, 白色",￥9,2017/12/22,中国,华东,上海,标签,彭娜,0%,5,上海,办公用品,消费者,CN-2017-5569845,2017/12/16,标准级,￥239
6,￥6,"￥1,947","￥6,226","￥4,751",准时装运,1,41%,"三星 音频基座, 混合尺寸","￥1,947",2017/12/22,中国,华东,上海,电话,彭娜,0%,6,上海,技术,消费者,CN-2017-5569845,2017/12/16,标准级,"￥4,751"
6,￥6,￥431,"￥2,973","￥2,268",准时装运,1,19%,"Novimex 凳子, 黑色",￥431,2017/12/22,中国,华东,上海,椅子,彭娜,0%,3,上海,家具,消费者,CN-2017-5569845,2017/12/16,标准级,"￥2,268"
6,￥6,"￥6,115","￥38,165","￥29,124",准时装运,1,21%,"Breville 冰箱, 银色","￥6,115",2017/12/22,中国,华东,上海,器具,彭娜,0%,12,上海,办公用品,消费者,CN-2017-5569845,2017/12/16,标准级,"￥29,124"
6,￥6,￥548,"￥1,598","￥1,219",准时装运,1,45%,"三星 办公室电话机, 整包",￥548,2017/12/22,中国,华东,上海,电话,彭娜,0%,4,上海,技术,消费者,CN-2017-5569845,2017/12/16,标准级,"￥1,219"
6,￥6,￥58,￥318,￥243,准时装运,1,24%,"Stanley 铅笔刀, 金属",￥58,2017/12/22,中国,华东,上海,美术,彭娜,0%,2,上海,办公用品,消费者,CN-2017-5569845,2017/12/16,标准级,￥243
5,￥6,"￥1,027","￥2,865","￥2,186",提前装运,1,47%,"Hoover 咖啡研磨机, 白色","￥1,027",2016/11/13,中国,东北,富拉尔基区,器具,邵娜,0%,7,黑龙江,办公用品,小型企业,CN-2016-4986506,2016/11/8,标准级,"￥2,186"
4,￥6,(￥557),"￥3,127","￥2,386",提前装运,1,-23%,"SAFCO 凳子, 可调",(￥557),2016/1/24,中国,中南,武汉,椅子,朱丽丽,40%,5,湖北,家具,小型企业,US-2016-1346492,2016/1/20,标准级,"￥2,386"
4,￥6,(￥20),￥172,￥131,提前装运,1,-15%,"Advantus 分层置放架, 耐用",(￥20),2016/1/24,中国,中南,武汉,用具,朱丽丽,40%,2,湖北,家具,小型企业,US-2016-1346492,2016/1/20,标准级,￥131
2,￥3,￥681,"￥2,289","￥1,747",提前装运,1,39%,"Breville 烤面包机, 白色",￥681,2016/8/4,中国,华东,上海,器具,白婵,0%,5,上海,办公用品,公司,CN-2016-2606671,2016/8/2,二级,"￥1,747"
4,￥6,"￥1,673","￥12,900","￥9,844",提前装运,1,17%,"KitchenAid 冰箱, 黑色","￥1,673",2017/12/23,中国,东北,兰西,器具,曾伟,0%,4,黑龙江,办公用品,消费者,CN-2017-3704015,2017/12/19,标准级,"￥9,844"
3,￥1,(￥204),￥517,￥395,延迟装运,1,-52%,"Hamilton Beach 搅拌机, 黑色",(￥204),2016/4/28,中国,东北,沈阳,器具,邓黎明,40%,2,辽宁,办公用品,消费者,US-2016-2642546,2016/4/25,一级,￥395
3,￥1,￥76,￥312,￥238,延迟装运,1,32%,"Eldon 文件夹, 单宽度",￥76,2016/4/28,中国,东北,沈阳,收纳具,邓黎明,0%,3,辽宁,办公用品,消费者,US-2016-2642546,2016/4/25,一级,￥238
4,￥6,￥89,￥238,￥182,提前装运,1,49%,"Jiffy 商业信封, 红色",￥89,2018/6/8,中国,华东,上海,信封,吕君,0%,2,上海,办公用品,消费者,CN-2018-3693425,2018/6/4,标准级,￥182
4,￥6,￥9,￥242,￥185,提前装运,1,5%,"Binney & Smith 钢笔, 金属",￥9,2018/6/8,中国,华东,上海,美术,吕君,0%,3,上海,办公用品,消费者,CN-2018-3693425,2018/6/4,标准级,￥185
3,￥1,￥9,￥207,￥158,延迟装运,1,6%,"Green Bar 令, 每包 12 个",￥9,2015/8/30,中国,西北,西安,纸张,钟宣,0%,1,陕西,办公用品,公司,CN-2015-2105676,2015/8/27,一级,￥158
3,￥1,￥302,"￥2,837","￥2,165",延迟装运,1,14%,"Acme 大剪刀, 工业",￥302,2015/8/30,中国,西北,西安,用品,钟宣,0%,9,陕西,办公用品,公司,CN-2015-2105676,2015/8/27,一级,"￥2,165"
3,￥3,￥35,￥194,￥148,准时装运,1,24%,"Wilson Jones 孔加固材料, 实惠",￥35,2016/3/6,中国,西南,昆明,装订机,牛德伟,0%,7,云南,办公用品,消费者,CN-2016-4825687,2016/3/3,二级,￥148
4,￥6,"￥1,484","￥6,946","￥5,300",提前装运,1,28%,"Hoover 炉灶, 黑色","￥1,484",2018/7/11,中国,华东,寿光,器具,佘凤,0%,2,山东,办公用品,公司,CN-2018-3231478,2018/7/7,标准级,"￥5,300"
5,￥3,￥132,￥404,￥308,延迟装运,1,43%,"Elite 尺子, 钢",￥132,2015/5/8,中国,西北,西安,用品,廖保,0%,5,陕西,办公用品,消费者,CN-2015-2187292,2015/5/3,二级,￥308
5,￥3,￥7,￥83,￥63,延迟装运,1,11%,"Harbour Creations 圆形标签, 白色",￥7,2015/5/8,中国,西北,西安,标签,廖保,0%,2,陕西,办公用品,消费者,CN-2015-2187292,2015/5/3,二级,￥63
4,￥6,￥97,￥578,￥441,提前装运,1,22%,"Tenex 闹钟, 耐用",￥97,2018/10/21,中国,中南,深圳,用具,楚宣,0%,2,广东,家具,消费者,CN-2018-2699733,2018/10/17,标准级,￥441
4,￥6,￥224,"￥1,048",￥800,提前装运,1,28%,"Elite 美工刀, 钢",￥224,2018/10/21,中国,中南,深圳,用品,楚宣,0%,5,广东,办公用品,消费者,CN-2018-2699733,2018/10/17,标准级,￥800
4,￥6,￥84,￥735,￥561,提前装运,1,15%,"Stanley 铅笔刀, 整包",￥84,2018/10/21,中国,中南,深圳,美术,楚宣,20%,6,广东,办公用品,消费者,CN-2018-2699733,2018/10/17,标准级,￥561
4,￥6,"￥1,466","￥4,175","￥3,186",提前装运,1,46%,"Dania 搁架, 黑色","￥1,466",2018/10/21,中国,中南,深圳,书架,楚宣,0%,4,广东,家具,消费者,CN-2018-2699733,2018/10/17,标准级,"￥3,186"
4,￥6,(￥271),￥925,￥706,提前装运,1,-38%,"三星 智能手机, 混合尺寸",(￥271),2017/10/5,中国,西南,阆中,电话,田武,40%,2,四川,技术,公司,US-2017-5801512,2017/10/1,标准级,￥706
4,￥6,￥217,￥607,￥463,提前装运,1,47%,"Tenex 盒, 单宽度",￥217,2017/10/5,中国,西南,阆中,收纳具,田武,0%,6,四川,办公用品,公司,US-2017-5801512,2017/10/1,标准级,￥463
4,￥6,(￥6),￥58,￥44,提前装运,1,-14%,"Ibico 装订机, 回收",(￥6),2017/10/5,中国,西南,阆中,装订机,田武,40%,1,四川,办公用品,公司,US-2017-5801512,2017/10/1,标准级,￥44
2,￥1,￥119,￥448,￥342,延迟装运,1,35%,"Accos 按钉, 金属",￥119,2015/1/7,中国,中南,珠海,系固件,卢芳,0%,5,广东,办公用品,消费者,CN-2015-4800042,2015/1/5,一级,￥342
2,￥3,￥505,"￥1,741","￥1,329",提前装运,1,38%,"佳能 个人复印机, 数字化",￥505,2017/3/7,中国,东北,四平,复印机,秦蔓楚,0%,2,吉林,技术,消费者,CN-2017-4347325,2017/3/5,二级,"￥1,329"
1,￥1,￥78,￥784,￥599,准时装运,1,13%,"Stiletto 修剪器, 蓝色",￥78,2017/6/9,中国,华东,菏泽,用品,叶柏,0%,3,山东,办公用品,公司,CN-2017-3873167,2017/6/8,一级,￥599
3,￥1,(￥9),￥218,￥166,延迟装运,1,-5%,"OIC 夹子, 整包",(￥9),2016/3/11,中国,华东,泰州,系固件,封乐,40%,3,江苏,办公用品,消费者,US-2016-2609031,2016/3/8,一级,￥166
3,￥1,￥23,￥252,￥192,延迟装运,1,12%,"Eldon 盒, 单宽度",￥23,2016/3/11,中国,华东,泰州,收纳具,封乐,0%,4,江苏,办公用品,消费者,US-2016-2609031,2016/3/8,一级,￥192
3,￥1,(￥235),￥527,￥402,延迟装运,1,-58%,"摩托罗拉 办公室电话机, 整包",(￥235),2016/3/11,中国,华东,泰州,电话,封乐,40%,2,江苏,技术,消费者,US-2016-2609031,2016/3/8,一级,￥402
6,￥6,￥12,￥325,￥248,准时装运,1,5%,"Fiskars 开信刀, 工业",￥12,2018/3/22,中国,中南,仙桃,用品,宋良,40%,3,湖北,办公用品,公司,CN-2018-3226363,2018/3/16,标准级,￥248
5,￥6,￥47,￥171,￥131,提前装运,1,36%,"Eldon 盒, 金属",￥47,2018/10/13,中国,中南,肇庆,收纳具,葛彩,0%,3,广东,办公用品,消费者,CN-2018-1512811,2018/10/8,标准级,￥131
5,￥6,￥144,￥947,￥723,提前装运,1,20%,"Breville 烤面包机, 银色",￥144,2018/10/13,中国,中南,肇庆,器具,葛彩,0%,2,广东,办公用品,消费者,CN-2018-1512811,2018/10/8,标准级,￥723
5,￥6,"￥1,464","￥8,342","￥6,366",提前装运,1,23%,"Hon 扶手椅, 黑色","￥1,464",2016/2/9,中国,西南,贵阳,椅子,洪康,0%,3,贵州,家具,消费者,CN-2016-5837615,2016/2/4,标准级,"￥6,366"
7,￥6,￥60,￥171,￥130,延迟装运,1,46%,"Stockwell 按钉, 整包",￥60,2016/11/8,中国,中南,耒阳,系固件,范娜,0%,2,湖南,办公用品,小型企业,CN-2016-5105254,2016/11/1,标准级,￥130
3,￥1,￥22,￥158,￥120,延迟装运,1,18%,"Cameo 马尼拉纸信封, 回收",￥22,2017/3/7,中国,东北,和龙,信封,徐荷,0%,1,吉林,办公用品,公司,CN-2017-3436186,2017/3/4,一级,￥120
3,￥1,￥32,￥202,￥154,延迟装运,1,21%,"Stiletto 尺子, 工业",￥32,2017/3/7,中国,东北,和龙,用品,徐荷,0%,2,吉林,办公用品,公司,CN-2017-3436186,2017/3/4,一级,￥154
2,￥1,￥23,￥133,￥101,延迟装运,1,23%,"Advantus 订书钉, 整包",￥23,2018/4/5,中国,东北,哈尔滨,系固件,唐宁,0%,2,黑龙江,办公用品,公司,CN-2018-3665640,2018/4/3,一级,￥101
2,￥1,￥59,￥159,￥121,延迟装运,1,49%,"Stockwell 图钉, 每包 12 个",￥59,2018/4/12,中国,东北,哈尔滨,系固件,贾嫒,0%,2,黑龙江,办公用品,公司,CN-2018-3873167,2018/4/10,一级,￥121
1,￥1,￥49,￥228,￥174,准时装运,1,28%,"Stockwell 夹子, 每包 12 个",￥49,2015/12/16,中国,东北,齐齐哈尔,系固件,邱丽雪,0%,2,黑龙江,办公用品,公司,CN-2015-3021319,2015/12/15,一级,￥174
3,￥1,￥41,￥602,￥459,延迟装运,1,9%,"Avery 订书机, 回收",￥41,2017/5/26,中国,东北,长春,装订机,贺兰,0%,2,吉林,办公用品,公司,US-2017-1640388,2017/5/23,一级,￥459
2,￥1,￥179,￥669,￥510,延迟装运,1,35%,"Kraft 邮寄品, 回收",￥179,2018/9/23,中国,东北,吉林市,信封,牛黎明,0%,3,吉林,办公用品,公司,CN-2018-1119011,2018/9/21,一级,￥510
2,￥1,￥40,￥355,￥271,延迟装运,1,15%,"Cameo 商业信封, 银色",￥40,2016/3/16,中国,东北,抚顺,信封,丁婵,0%,3,辽宁,办公用品,公司,CN-2016-5106829,2016/3/14,一级,￥271
2,￥1,￥50,￥439,￥335,延迟装运,1,15%,"Enermax 计划信息表, 多色",￥50,2017/12/13,中国,东北,抚顺,纸张,付聪,0%,3,辽宁,办公用品,公司,CN-2017-2310505,2017/12/11,一级,￥335
3,￥1,￥0,￥309,￥236,延迟装运,1,0%,"Green Bar 备忘录便条, 回收",￥0,2015/8/20,中国,东北,齐齐哈尔,纸张,邱博,0%,3,黑龙江,办公用品,公司,CN-2015-1455125,2015/8/17,一级,￥236
3,￥1,￥264,"￥1,152",￥879,延迟装运,1,30%,"Enermax 信纸, 优质",￥264,2017/5/26,中国,东北,长春,纸张,贺兰,0%,4,吉林,办公用品,公司,US-2017-1640388,2017/5/23,一级,￥879
3,￥1,￥312,"￥1,413","￥1,078",延迟装运,1,29%,"Acme 修剪器, 工业",￥312,2017/5/26,中国,东北,长春,用品,贺兰,0%,5,吉林,办公用品,公司,US-2017-1640388,2017/5/23,一级,"￥1,078"
3,￥1,￥119,￥448,￥342,延迟装运,1,35%,"Accos 按钉, 金属",￥119,2016/7/2,中国,东北,宝山,系固件,胡锦,0%,5,黑龙江,办公用品,公司,CN-2016-4162714,2016/6/29,一级,￥342
3,￥1,￥169,￥518,￥396,延迟装运,1,43%,"Green Bar 备忘录便条, 优质",￥169,2017/5/26,中国,东北,长春,纸张,贺兰,0%,5,吉林,办公用品,公司,US-2017-1640388,2017/5/23,一级,￥396
2,￥1,￥3,￥340,￥260,延迟装运,1,1%,"Hon 运输标签, 可调",￥3,2018/9/26,中国,东北,大庆,标签,何娇,0%,6,黑龙江,办公用品,公司,US-2018-5490018,2018/9/24,一级,￥260
3,￥1,￥24,￥623,￥475,延迟装运,1,5%,"SanDisk 备忘录便条, 优质",￥24,2018/6/12,中国,东北,沈阳,纸张,涂安,0%,6,辽宁,办公用品,公司,US-2018-3266914,2018/6/9,一级,￥475
2,￥1,￥104,￥290,￥221,延迟装运,1,47%,"Smead 文件夹标签, 可调",￥104,2016/9/27,中国,东北,辽阳,标签,谭立,0%,7,辽宁,办公用品,公司,CN-2016-2693856,2016/9/25,一级,￥221
1,￥1,￥55,￥387,￥295,准时装运,1,19%,"Boston 记号笔, 蓝色",￥55,2016/9/28,中国,东北,宝山,美术,薛荷,20%,3,黑龙江,办公用品,公司,CN-2016-3240329,2016/9/27,一级,￥295
3,￥1,(￥663),"￥2,086","￥1,592",延迟装运,1,-42%,"Hoover 炉灶, 红色",(￥663),2018/6/12,中国,东北,沈阳,器具,涂安,40%,1,辽宁,办公用品,公司,US-2018-3266914,2018/6/9,一级,"￥1,592"
2,￥1,(￥7),￥105,￥80,延迟装运,1,-8%,"Kleencut 开信刀, 工业",(￥7),2016/9/27,中国,东北,辽阳,用品,谭立,40%,1,辽宁,办公用品,公司,CN-2016-2693856,2016/9/25,一级,￥80
2,￥1,(￥2),￥40,￥30,延迟装运,1,-5%,"OIC 订书钉, 每包 12 个",(￥2),2016/9/27,中国,东北,辽阳,系固件,谭立,40%,1,辽宁,办公用品,公司,CN-2016-2693856,2016/9/25,一级,￥30
2,￥1,(￥22),￥187,￥143,延迟装运,1,-15%,"Acco 订书机, 实惠",(￥22),2016/9/27,中国,东北,辽阳,装订机,谭立,40%,1,辽宁,办公用品,公司,CN-2016-2693856,2016/9/25,一级,￥143
3,￥1,(￥59),￥166,￥126,延迟装运,1,-47%,"Fiskars 剪刀, 钢",(￥59),2018/6/12,中国,东北,沈阳,用品,涂安,40%,2,辽宁,办公用品,公司,US-2018-3266914,2018/6/9,一级,￥126
3,￥1,(￥83),￥211,￥161,延迟装运,1,-52%,"Cardinal 打孔机, 实惠",(￥83),2018/3/31,中国,东北,抚顺,装订机,吴磊,40%,2,辽宁,办公用品,公司,US-2018-5463213,2018/3/28,一级,￥161
2,￥1,(￥363),"￥1,096",￥837,延迟装运,1,-43%,"KitchenAid 搅拌机, 银色",(￥363),2016/9/27,中国,东北,辽阳,器具,谭立,40%,3,辽宁,办公用品,公司,CN-2016-2693856,2016/9/25,一级,￥837
2,￥1,(￥55),￥177,￥135,延迟装运,1,-40%,"Accos 橡皮筋, 每包 12 个",(￥55),2018/7/18,中国,东北,鞍山,系固件,黄芳,40%,3,辽宁,办公用品,公司,US-2018-3378788,2018/7/16,一级,￥135
3,￥1,(￥156),￥332,￥253,延迟装运,1,-62%,"Acco 打孔机, 实惠",(￥156),2018/3/31,中国,东北,抚顺,装订机,吴磊,40%,3,辽宁,办公用品,公司,US-2018-5463213,2018/3/28,一级,￥253
